Problem,M,Run,Seed,Stage,View,SelectionRule,Truth,TruthType,Horizon,NumberOfCheckpoints,ValidPrecisionCheckpoints,MeanSelectedRate,MeanPrecision,MeanRecall,MeanChance,MeanLift,MeanAUC,MeanRetentionRate
DTLZ2,10,11,11011,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.118095238095238,0.666810966810967,0.0571428571428571,2.66724386724387,0.785630592378779,0.118095238095238
DTLZ2,10,11,11011,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.123809523809524,0.696031746031746,0.0571428571428571,2.78412698412698,0.797325798596069,0.123809523809524
DTLZ2,10,11,11011,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.125714285714286,0.63989898989899,0.0571428571428571,2.55959595959596,0.78705930706855,0.125714285714286
DTLZ2,10,11,11011,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.334,0.242882255805346,0.3255,0.971529023221383,0.57239778246941,0.334
DTLZ2,10,11,11011,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.352,0.287409833439722,0.3255,1.14963933375889,0.58697513236579,0.352
DTLZ2,10,11,11011,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.41,0.351868195042985,0.3255,1.40747278017194,0.637774832314264,0.41
DTLZ2,10,11,11011,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.830476190476191,0.273444176799531,0.763333333333333,1.09377670719812,0.525004593788519,0.830476190476191
DTLZ2,10,11,11011,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.697142857142857,0.226396232300763,0.763333333333333,0.905584929203051,0.448020899488197,0.697142857142857
DTLZ2,10,11,11011,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.68952380952381,0.223978882182064,0.763333333333333,0.895915528728254,0.415158067785539,0.68952380952381
DTLZ2,10,12,11012,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.064,0.466666666666667,0.036,1.86666666666667,0.729102233676976,0.064
DTLZ2,10,12,11012,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.04,0.283333333333333,0.036,1.13333333333333,0.677029639175258,0.04
